"id","group.id","name","local_date","group.localized_location","group.lon","group.lat","description","link","venue.lng","venue.lat"
"chhhtsydclbwb",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-08-17","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydclbwb/",-0.088354,51.49658
"hcmtssydclbdc",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-08-22","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydclbdc/",-0.125572,51.513786
"chhhtsydclbgc",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-08-24","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydclbgc/",-0.088354,51.49658
"hcmtssydclbmc",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-08-29","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydclbmc/",-0.125572,51.513786
"lkvpssydclbnc",10455592,"War Meet - Open Gaming  - TUESDAYS - Dice rolling is back!","2022-08-30","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP -** let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on[ facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! and follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs:** (You can change £ amount after clicking 'attend')</p> <p>* 6x4 table: £7.50<br/>* 4 x 4 table: £6<br/>* Bar Table: £5<br/>* Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not-for-profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA:**</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>**ABOUT**:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>**Matchups/Tables**:</p> <p>**DISCLAIMER**: By attending the club you agree to have read and abide by our aforementioned Coronavirus Guidelines, if they are updated. You, as the attendees, are responsible for maintaining adherence to these guidelines. While the club is taking precautions to reduce the risk of transmission it cannot be ruled out. By attending you acknowledge that you are accepting this risk.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/lkvpssydclbnc/",-0.125572,51.513786
"chhhtsydclbpc",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-08-31","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydclbpc/",-0.088354,51.49658
"hcmtssydcmbhb",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-09-05","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydcmbhb/",-0.125572,51.513786
"lkvpssydcmbjb",10455592,"War Meet - Open Gaming  - TUESDAYS - Dice rolling is back!","2022-09-06","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP -** let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on[ facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! and follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs:** (You can change £ amount after clicking 'attend')</p> <p>* 6x4 table: £7.50<br/>* 4 x 4 table: £6<br/>* Bar Table: £5<br/>* Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not-for-profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA:**</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>**ABOUT**:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>**Matchups/Tables**:</p> <p>**DISCLAIMER**: By attending the club you agree to have read and abide by our aforementioned Coronavirus Guidelines, if they are updated. You, as the attendees, are responsible for maintaining adherence to these guidelines. While the club is taking precautions to reduce the risk of transmission it cannot be ruled out. By attending you acknowledge that you are accepting this risk.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/lkvpssydcmbjb/",-0.125572,51.513786
"chhhtsydcmbkb",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-09-07","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydcmbkb/",-0.088354,51.49658
"hcmtssydcmbqb",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-09-12","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydcmbqb/",-0.125572,51.513786
"lkvpssydcmbrb",10455592,"War Meet - Open Gaming  - TUESDAYS - Dice rolling is back!","2022-09-13","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP -** let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on[ facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! and follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs:** (You can change £ amount after clicking 'attend')</p> <p>* 6x4 table: £7.50<br/>* 4 x 4 table: £6<br/>* Bar Table: £5<br/>* Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not-for-profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA:**</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>**ABOUT**:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>**Matchups/Tables**:</p> <p>**DISCLAIMER**: By attending the club you agree to have read and abide by our aforementioned Coronavirus Guidelines, if they are updated. You, as the attendees, are responsible for maintaining adherence to these guidelines. While the club is taking precautions to reduce the risk of transmission it cannot be ruled out. By attending you acknowledge that you are accepting this risk.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/lkvpssydcmbrb/",-0.125572,51.513786
"chhhtsydcmbsb",10455592,"War Meet - Open Gaming  - Wednesdays @ Bad Moon","2022-09-14","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP** \- let us know what to play\, army/team\, and experience level / opponent if you have one arranged\.<br/>* **Step 2) POST BELOW** to find an opponent - alternatively, The Organisers will help match you up. (check below for your pairing!)<br/>* **Step 3)** **TURN UP -** Tables will be allocated at the venue, so turn up, grab some refreshments, and throw down. Have fun!<br/>* **Step 4)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! Follow us on [instagram](www.instagram.com/lwarguild)!</p> <p>[Find out more about LWG + BMC ](<a href=""https://www.youtube.com/watch?v=clsDBUUDFUY"" class=""embedded"">https://www.youtube.com/watch?v=clsDBUUDFUY</a>)</p> <p>***</p> <p>RSVP costs:<br/>6x4 Games - £7.50</p> <p>***</p> <p>**AGENDA**:</p> <p>* **18:00** \- START<br/>* **21:45 p.m. -** Wrap up<br/>* **22:00 p.m.** \- Doors Close</p> <p>***</p> <p>**The Location:** The event is held at the Bad Moon Cafe. The venue offers barista coffee, craft beer, wood-fired pizza, and a large stock of Games Workshop and board game products for purchase.</p> <p>Can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/chhhtsydcmbsb/",-0.088354,51.49658
"hcmtssydcmbzb",10455592,"War Meet - Open Gaming  - MONDAYS - Dice rolling is back!","2022-09-19","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1)** RSVP - let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on [facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)!</p> <p>Follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs**: (You can change £ amount after clicking 'attend')<br/>6x4 table: £7.50<br/>4 x 4 table: £6<br/>Bar Table: £5<br/>Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not for profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA**:</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>ABOUT:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>Matchups:</p> <p>***</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/hcmtssydcmbzb/",-0.125572,51.513786
"lkvpssydcmbbc",10455592,"War Meet - Open Gaming  - TUESDAYS - Dice rolling is back!","2022-09-20","London, United Kingdom",-0.12999999523162842,51.5099983215332,"<p>**HOW IT WORKS:**</p> <p>* **Step 1) RSVP -** let us know what you want to play, army/team, and experience level in the RSVP question answer field. RSVP's close 8 pm the night before the event so we can ensure all attendees are matched up.<br/>* **Step 2)** Post below to find an opponent. Alternatively, we'd recommend using our WhatsApp chats to find a partner! If you're unable to do so, comment below and an Organiser will give you a hand.<br/>* **Step 3)** Rock up at the venue, grab your pint, and throw down. Have fun!<br/>* **Step 4)** pack away your stuff and revel in the glory of your victory<br/>* **Step 5)** Join us on[ facebook ](<a href=""https://www.facebook.com/groups/579906745548869/"" class=""linkified"">https://www.facebook.com/groups/579906745548869/</a>)! and follow us on Instagram and share your pics with us @lwarguild</p> <p>***</p> <p>**RSVP costs:** (You can change £ amount after clicking 'attend')</p> <p>* 6x4 table: £7.50<br/>* 4 x 4 table: £6<br/>* Bar Table: £5<br/>* Bar Table game without terrain (such as Blood Bowl or Underworlds): £4</p> <p>The LWG is voluntarily run, and is a registered not-for-profit. All proceeds go towards the operating costs of the club (mostly venue hire!).</p> <p>***</p> <p>**AGENDA:**</p> <p>6:30 p.m. - 7:00 p.m. SETUP</p> <p>7:00 p.m. - GAMES START</p> <p>10:45 p.m. - Wrap up</p> <p>11:00 p.m. - Doors Close<br/>---</p> <p>**ABOUT**:</p> <p>We can cater to pretty much any game you care to play including 40k, 9th Age, AOS, X-wing, Mordheim, Battle Fleet Gothic, Blood Bowl, Chess?</p> <p>Beginners are more than welcome, we've got a mixed bag when it comes to levels of experience and we're all open to teaching the rules to any keen new kid on the block.</p> <p>The location is near the popular Seven Dials area of Covent Garden. There's plenty of food up for grabs so feel free to grab something to bring. Beer and other bar refreshments available for very reasonable prices at the bar.</p> <p>***</p> <p>**Matchups/Tables**:</p> <p>**DISCLAIMER**: By attending the club you agree to have read and abide by our aforementioned Coronavirus Guidelines, if they are updated. You, as the attendees, are responsible for maintaining adherence to these guidelines. While the club is taking precautions to reduce the risk of transmission it cannot be ruled out. By attending you acknowledge that you are accepting this risk.</p> ","https://www.meetup.com/the-london-warhammer-gaming-guild/events/lkvpssydcmbbc/",-0.125572,51.513786
